ISBN,封面图,绘本名称,内容,评论,图书品牌,图书套装,作者,作者原名,作者国别,译者,出版社,作者获奖经历,绘本获奖经历,绘本原作名,适合年龄,责任编辑,正文语种,字数,开本,装帧,出版时间,版次,页数/页,定价/元,编辑推荐,媒体推荐,作者简介,豆瓣评分
9787539135892,,月亮的味道 ,夜的故事总是充满魅力的，以夜色做背景，凹凸不平的画布、浮雕式的涂层，让人忍不住想上去触摸一把。厚重的色调，给人以心理上的依托。 动物的每一次叠加，并不是简简单单的重现。每个动物，每一次变化都用不同的方向、不同的角度在释放着他们的力量，一起向上支撑着。 夜色下的月亮是轻盈的，它在游戏着，游戏的名称也许叫“逗你玩”！直到它累了、玩够了。动物们终于尝到了月亮的滋味，尝到了辛劳的回报。吃饱了、吃累了... 最后的结局来得突兀而谐趣，充盈着童稚童真的趣味。一本不可多得的好书！,1098,,,麦克·格雷涅茨,,,漪然 彭懿,二十一世纪出版社,,,,,,,,,精装,2007年1月,,32,26.00元,,,麦克·格雷涅茨（Michael Gregniec），1955年生于波兰，在欧洲从事插图工作，于1985年赴美国。1996年以《月亮的味道》获得日本绘本奖，现居日本专门进行绘本创作。他曾发表过《为什么伤心/你在哪儿》、《小卡车，我等你》、《泰迪熊、阳光闪闪》、《彩虹色的花》、《神奇的围巾》（阿万纪美子文）等多部作品。,8.6,"https://book.douban.com/subject/1959287/
"
9787511345417,,我喜欢你，要不要告诉你 ,面对喜欢很久的那个人，“我喜欢你”这件事到底要不要说出来？ 这是一本善良而温暖的漫画小书，其中充满了酸涩甜蜜纠结的暗恋表达。书里的4个朋友，各自有各自的暗恋忧愁，4段故事倾吐着不同的甜酸味道。暗恋不是一个人的沉沦，而是整个世界的美好，为了喜欢已久的那个人，我们要加倍地创造美好。 慕容引刀沉积多年，献给读者的一本满爱的强大治愈性作品。刀刀那些充满半哲理味道的话语，一如既往的温暖、耐人寻味。在这本书里，刀刀与我们分享了一些似曾相识的小故事，它们也许现在就发生在你、我和他的身边。 你心里的爱恨酸甜，有人知道，有人懂得。 全世界都没告诉的期待和后悔，有人猜到，有人猜不到。 我们每个人都渴望拥抱爱情，然而刀刀说：“比起相恋，一个人的暗恋才是完美无缺的。”或许，“我喜欢你”这件事，本身就是一份美好，正如书中所说： 我知道我喜欢你这件事， 让我拼命地， 要创造多一点的美好， 成为更好的自己。 我亲爱的朋友， 你们也一样。,212,,慕容引刀的刀刀丛书,慕容引刀,,,,中国华侨出版社,,,,,,,,,软精装,2014-7,,,39.80元,,,"慕容引刀： 笑容温和，内心住着一只小动物。 前动画片执行导演，参与了美国的《忍者神龟》等二十几个系列片集的执行导演工作。 现为中国原创动漫作者，自创的刀刀狗动漫形象，被誉为“中国的史努比”,是中国大陆粉丝数最多的成人读者漫画形象之一。 微博：http://weibo.com/daodaodog",8.0,"https://book.douban.com/subject/25918074/
"
9787544240079,,轰隆轰隆 喵~ ,《轰隆轰隆 喵》的文字非常简单，几乎一直在重复同一句话：轰隆轰隆，喵——飞机飞了……这个被称做飞机的物体既形似飞艇，又形似一条大鱼，而且还有着不可思议的功能。飞机飞过的地方似乎有陆地、群山、海底甚至外太空，作者用深浅不一、疏密不一的线条来表现这些异想中的世界。跟随着小猫们的旅行，孩子将经历一场充分开启想象力的异世界奇妙之旅。    点击链接进入：  《雪姑娘》   《儿童之友•小真的长头发》   《小象散步》   《小猫》   《小达摩和小天狗》   《儿童之友•消防车吉普达》   《儿童之友•我没生病》   《儿童之友:神奇的竹笋》   《神奇的水彩》   《儿童之友•色拉和魔法店》   《三只小猪》   《木匠和鬼六》   《儿童之友:米奇拉•摩奇拉•咚咚!》   《儿童之友:老奶奶的汤匙》   《骄骄的王冠》   《轰隆轰隆 喵》   《儿童之友:好忙的一夜》   《古利和古拉》   《儿童之友•洞》   《大河马》   《儿童之友:不可思议的小刀》   《拔萝卜》,79,,儿童之友,长新太 绘,,,猿渡静子,南海出版公司,,,,,,,,,平装,2008-11,,32,12.00元,,,（日）长新太，1927年生于日本东京，日本绘本界的一位奇才，与安野光雅、五味太郎并称为当代日本国际级绘本作家。曾获绘本日本大奖、埃克森美孚儿童文化奖、文艺春秋漫画奖、小学馆绘本奖等多项大奖。代表作品有《圆白菜小弟》《多嘴的荷包蛋》《大象的蛋的荷包蛋》《红绿灯眨眼睛》等，另著有散文集《大海的火球》。长新太的作品画风多变、无拘无束、妙趣横生，他的绘本中有看似无厘头的嬉闹，却能够抵达童心真趣的内核，俘获了一代代孩子的心。,8.1,"https://book.douban.com/subject/3374040/
"
9787544706728,,快乐王子 ,如果不是天才作家王尔德，还有谁的作品能唤醒我们沉睡已久的心灵，让我们微笑，动容，垂泪，叹息？ 谢拉尔德在写《王尔德传》时说：“在英文世界中，找不出任何童话能跟王尔德写的童话相比，他的文字非常巧妙，故事依着一种稀有的，丰富的想像发展，中间贯穿着微妙的哲学。 就是这样一种珍贵的力量，使用权得王尔德的童话在一百年后的今天读起来，依旧让人无限感动，备受启发。 王尔德是19世纪最伟大的爱尔兰艺术家之一，以其剧作、诗歌、童话和小说名世。在风流才子那颓废唯美、猖狂放浪的表面姿态下，是一颗纯美纯善，永难泯灭的童心。而这可贵童心一经与卓绝才智结合，便诞生了《王尔德童话》。它不仅为作者奠定了文学声名的基石，更成为世界文学宝库中的传世佳作。其语言纯正优美堪称典范，其意境高洁悠远益人心智，值得向每一个童稚未凿的孩子、每一位葆有赤子之心的成人郑重推荐。,405,,,（爱尔兰）奥斯卡·王尔德,,,王林,译林出版社,,,,,,,,,平装,2008-10,,246,20.00元,,,"奥斯卡·王尔德(1854-1900)，英国作家、戏剧家、诗人，19世纪与萧伯纳齐名的英国才子。作为诗人，年仅二十四岁时，他的诗作就荣获大奖；作为戏剧家，他写的剧本《温德摩尔夫人的扇子》、《理想丈夫》等都是一时绝唱。但他事业的起飞，风格的形成却是源于童话。他的第一本童话集《快乐王了》问世后，人们才真正将他视为有影响力的作家。英国《典雅》杂志将他和安徒生相提并论：说《自私的巨人》堪称""完美之作""，整本童话集更是纯正英语的结晶。      王尔德的一生经历了大起大落，时而如日中天，时而一落千丈。现实对这位""唯美主义""大师提出了严峻的考验，在1900年11月30日，生活的磨难终丁击垮了这位文学天才，贫困潦倒的他在巴黎溘然长逝，享年46岁。",9.2,"https://book.douban.com/subject/3222829/
"
9787121039775,,我好嫉妒 ,《我的感觉4：我好嫉妒》(中英双语)：本册书描写了一件件让熊宝宝感到嫉妒的事情：妈妈疼爱妹妹、自己的好朋友跟别人玩、别人得到好东西、同学表现比他好……他说出了心中的感受：“嫉妒是一种刺刺的、热热的、讨厌的感觉。”在大人的帮助下，熊宝宝发现嫉妒人人都有，于是他开始寻找让自己不再嫉妒的方法。原来，嫉妒可以用很多的方式排解：可以说出自己的需要，可以去做自己的事，可以加入大家玩耍的行列……换个想法和做法，心情就不一样了，嫉妒的感觉没有了，熊宝宝又高兴地玩去了。,98,,我的感觉,（美）斯贝蔓（Spelman，C.M.）,,,黄雪妍,电子工业出版社,,,,,,,,,平装,2009-6,,140,9.00元,,,,9.0,"https://book.douban.com/subject/2145825/
"
9787535436740,,陪安东尼度过漫长岁月 ,《陪安东尼度过漫长岁月》收集了作者安东尼在《最小说》上刊登过的部分散文，以及50%以上的最新作品。安东尼以一个普通男生的口吻，讲述了从20到23、从大学到工作、从国内到国外的真诚记载。其中既有生活的零散片段、自言自语，也有对生活的感悟。以时间为载体，散文为格式，将日记、随笔，甚至是墙上的便条联系到一起。带领每位读者陪安东尼度过遥远的旅行、孤独的时刻，以及漫长的岁月。 插画家ECHO配以温馨童话般的绘图，充满童幻色彩。,40294,,陪安东尼度过漫长岁月,安东尼,,,,长江文艺出版社,,,,,,,,,平装,2008-3,,185,18.00,,,安东尼，本名马亮，英文名Antony。现居澳大利亚，原居大连。就读于墨尔本大学商业管理系。 小时候曾有语言障碍，受心理医生辅导后大有好转。高中时曾只身一人到上海。有写作很少用标点的怪异习惯。最初发表文章的刊物是《岛》和《最小说》。,8.4,"https://book.douban.com/subject/3014576/
"
9787507710007,,皮皮鲁传 ,郑渊洁是当今中国最受孩子们欢迎童话作家，有童话大王之称。他的童话作品以全新独特的面貌征服了全国亿万小读者，他笔下的皮皮鲁、鲁西西和舒克、贝塔，在中国孩子中无人不晓。本书是其新创力作。鲁西西在放学回家的路上救了因车祸而受伤的大灰狼罗克，从此和大灰狼罗克交为好朋友。鲁西西写了一篇作文《我和罗克》获得联合国教科文小学生作文奖，她和罗克去外国领奖时遇到很多麻烦，她们是怎样出国的？,9287,,郑渊洁童话,郑渊洁,,,,学苑出版社,,,,,,,,,平装(无盘),2003-11,,347,11.00,,,郑渊洁，中国文坛传奇人物。1955年出生，1978年开始童话创作，1985年创办专门刊登其个人作品的《童话大王》月刊，有“童话大王”之美誉。他笔下的皮皮鲁、鲁西西、罗克、舒克和贝塔影响了两代中国孩子。,8.8,"https://book.douban.com/subject/1021193/
"
9781841215655,,Giraffes Can't Dance ,"Gerald is a giraffe who simply can¹t dance. Try as he may, his long, spindly legs buckle whenever he starts to boogie. Every year he dreads going to the Great jungle Dance, until one night he finds his own special music.",13,,,"Giles Andreae,Guy Parker-Rees",,,,Orchard Books,,,,,,,,,Paperback,2001-07-12,,32,USD 11.83,,,,8.1,"https://book.douban.com/subject/3149692/
"
,,洋葱头历险记 ,,216,,外国儿童文学丛书,"(意)罗大里 著,(苏联)叶·塔列伊绘图",,意,任溶溶,少年儿童出版社,,,,,,,,,平装,1981-6,,227,0.52元,,,,9.3,"https://book.douban.com/subject/2285236/
"
9787515333243,,糖果色童话+：大孩子的森系绘画小诗篇 ,书中介绍了15个耳熟能详的童话故事和30位陪伴我们童年时光的童话人物。每个案例均由彩页大图、人物设定、绘制步骤及人物图鉴组成，读者不仅可以欣赏童话美图，还可以跟随详细的绘制步骤，自己动手将可爱的童话人物画出来。,,,,夏鹿,,,,中国青年出版社,,,,,,,,,平装,2015-6,,192,49.90元,,,夏鹿，8 0后伪森女一枚，擅长彩铅、水彩，热爱一切手作和可爱的动植物，对蕾丝有某种偏执的钟爱。对各种绘画风格都充满好奇心，不过最喜欢的还是森系风格。目前正专心画自己的童话系列图书，同时伺候家里的花花草草和一堆动物。编绘有漫画《都市爱情浮世绘》、旅游绘本《下一站，西藏》，为《汤素兰桥梁书系》、《我们的非凡小学》等系列童书绘制插图，与《少年文学》、《意林•小文学》等多本杂志合作封面及插图。 新浪微博：http://weibo.com/summerdeerpainter,,"https://book.douban.com/subject/26421409/
"
9789577622235,,嘟嘟和巴豆 ,這是兩個好朋友的故事，他們雖然是好朋友，個性卻截然不同；小豬嘟嘟 (Toot) 愛旅行，巴豆 (Puddle) 喜歡待在家裡，兩人各有所好，可是並不影響他們的友情，因為他們讓朋友作他們自己喜歡的事。除了給對方自由的選擇外，他們更會彼此分享，嘟嘟在環遊世界的一年當中，都會按月從一個新的國家，給巴豆寫明信片，告訴巴豆他的奇遇。巴豆看了嘟嘟的信，也會用他自己的方式享受在家的生活，重要的是他們的日子都過得很豐富、很開心。整本書有著一種歡樂和舒服的感覺，好像生活中的任何片段都是可以享受、可以慶祝的。也讓孩子們了解，好朋友不一定就是天天膩在一起。只要能分享彼此的快樂，相聚時間的長短並不是那麼的重要。 荷莉．哈比創造兩隻可愛的小豬做為主角，從這本書出版的1997年開始，她幾乎每一年都會以牠們為主角創作一本新書。在這起始的一本書中，她並沒有刻意劃分兩隻小豬特徵上的不同，而是在書中動物的表情和動作上做了許多的變化，幽默逗趣。她運用熟練的水彩技法，賦予各個國家和各個季節獨有的風情和氣氛，並且描繪出早晚不同時間的光線效果。她還利用頁面間的關係，把旅行的嘟嘟和在家的巴豆雙線發展的情節安排得錯落有致。 這本圖畫書不僅從文字中可以讀到故事，連圖中、各張明信片上，都是一個個的小故事。小朋友們可以充分享受讀字、讀圖的樂趣之外，書中圖上的英文文字我們都加以保留，除了配合情節需要，也讓小讀者學習許多可以使用的英文名詞。 本書另外附贈8張明信片，圖片都是取自書內。小朋友可以像嘟嘟一樣，學習用明信片跟朋友連絡，並表達關心。,94,,,Holly Hobbie,,,杨玲玲，彭懿,二十一世纪出版社,,,,,,,,,平装,2008年,,,100,,,嘟嘟和巴豆：我会回家过圣诞节 嘟嘟和巴豆：新朋友 嘟嘟和巴豆：迷人的奥碧儿 嘟嘟和巴豆：你是我的阳光 嘟嘟和巴豆：送给嘟嘟的礼物 嘟嘟和巴豆：两个好朋友 嘟嘟和巴豆：独一无二 嘟嘟和巴豆：快下雪吧 嘟嘟和巴豆：世界之巅 嘟嘟和巴豆：真希望你们在这儿,9.2,"https://book.douban.com/subject/1388510/
"
