ISBN,封面图,绘本名称,内容,评论,图书品牌,图书套装,作者,作者原名,作者国别,译者,出版社,作者获奖经历,绘本获奖经历,绘本原作名,适合年龄,责任编辑,正文语种,字数,开本,装帧,出版时间,版次,页数/页,定价/元,编辑推荐,媒体推荐,作者简介,豆瓣评分
9787122226914,,坦桑尼亚，那片蓝得要碎掉的天 ,坦桑尼亚在哪儿？在非洲！ 那里很贫瘠？NO！那里的生命旺盛到了极致！ 那里的人们很愁苦？NO！他们有你根本想象不到的快乐智慧！ 可描，一个会画画的女生，独自奔赴坦桑尼亚，带你开启非洲大草原爆笑与感动之旅。 在那里， 鸟鸣就是一幕剧， 一群斑马奔跑起来绝对让狮子眼晕到无语， 人们穿着五颜六色的衣服， 什么都可以用头顶着。 菜市场就像裹着大花布的非洲胖妈妈， 一个风车就可以让当地人开心一上午…… 那里的人们有最简单的快乐智慧， 那里的土地让人明白原来自然应该是这个样子： 绿色就有上千种，从脚前铺到天边，然后就是蓝得要碎掉的天。,53,,,可描,,,,化学工业出版社,,,,,,,,,平装,2015-5-1,,49.80元,,,,可描 一个爱旅行但总是迷路的人；一个因为旅了行，迷了路，而变得越来越简单自足的人。 说到底，她很感恩自己可以当一个“自由画画的人”。 清华大学美术学院本科毕业后，留学欧洲。在意大利米兰攻读首饰设计专业，两年后被法国巴黎时尚学院破格录取，主修服饰设计。设计作品多次在巴黎时尚界获奖，女鞋设计作品由Delage手工制作并在卢浮宫内品牌画廊展出。 如今，离开欧洲时尚圈，背包游走世界，做一个天涯旅人。,8.6
9787544244954,,可爱的鼠小弟(全12册) ,早期阅读是儿童身心成长的关键，选择合适的图书并以正确的方式阅读，孩子就能在快乐中全面发展心智。“可爱的鼠小弟” 是日本著名绘本作家中江嘉男和上野纪子合作的不朽经典，被誉为“日本绘本史上不可逾越的巅峰”。她从儿童的小视角来描绘精彩的大世界，以简单重复的句子为孩子提供最佳语言学习机会，以出人意料的情节激发孩子无限的想象力，又以简洁明了的图画让孩子获得纯粹的美感体验。无论大人还是孩子，都能从中感到无比的乐趣，这就是亲子共读能达到的最美妙的境界。,275,,,（日）中江嘉男,,,赵静,南海出版社,,,,,,,,,盒装,2009-8-1,,138.00元,,,,中江嘉男，生于日本神户县，毕业于日本大学艺术学系美术专业。主要作品有《淘气的小拉拉》、《心灵绘本》等，其中《淘气的小拉拉》获日本绘本奖。 上野纪子，生于日本埼玉县，毕业于日本大学艺术系美术专业。主要作品“可家的鼠小弟”系列，获日本讲谈社出版文化绘本奖和厚生省儿童福祉文化奖。 中江嘉男与上野纪子夫妇创作的鼠小弟，自1974年问世以来就深受孩子们的喜爱，此系列获得了日本图书馆协会好绘本奖、日本讲谈社出版文化绘本奖、厚生省儿童福祉文化奖等最高奖项，不仅是日本绘本的巅峰之作，也是世界绘本经典中的经典,9.4
9787550252585,,秘密花园 ,欢迎来到秘密花园！ 在这个笔墨编织出的美丽世界中漫步吧 涂上你喜爱的颜色，为花园带来生机和活力 发现隐藏其中的各类小生物，与它们共舞 激活创造力，描绘那些未完成的仙踪秘境 各个年龄段的艺术家和“园丁”都可以来尝试喔！ ◎风靡全球的减压神器，引领世界成人涂色书风潮！ ◎横扫多国、多地区网店畅销榜：曾登上多国亚马逊畅销榜榜首，长期雄踞美国亚马逊畅销榜前十；登陆英国亚马逊畅销榜已超过150天；韩国网店销量名列前茅；在台湾博客来书店曾一度飙到畅销总榜第四！ ◎火遍国外社交网络：无数读者在社交 网络上分享他们的《秘密花园》 涂色作品；美国创作歌手佐伊 ·丹斯切尔在facebook向粉丝推荐《秘密花园》，韩国艺人金基范把《秘密花园》涂色作品上传到instagram，获得17万赞！ ——————————————————————— 【编辑推荐】 开创全球成人涂色书风潮之先河，长期占据英美亚马逊畅销榜第一。不仅在风靡英美，更是席卷亚洲，在韩国和我国台湾地区的网站的畅销榜上均占有一席之地。全书手绘而成，图案精致复杂，风格唯美清新。区别于市场上大多数的电脑绘制的涂色书，更加灵动、富有生气。适宜各个年龄段读者，涂色无限制、自由轻松，可以帮助读者纾解压力、放松身心、净化思维，发现生活之美、创造艺术之美。并在绘画的过程中潜移默化地提高自身的艺术欣赏和创作能力。 【内容简介】 这是一本既可以涂色又可以探宝的书，这是一本既可以娱乐又可以作为设计参考的书。同时这又是一个由奇幻花朵和珍奇植物构成的黑白魔幻世界。 这里有可以涂色的画，可以探索的迷宫，等待去完成的图像，以及可以让你尽情涂画的空白空间。请用彩笔来添加五彩斑斓的色彩，或者用细头黑色笔创作更多的涂鸦和细节。 在每一页中你都会发现一些若隐若现的爬虫和珍奇小生物，并且你还可以在花朵中寻觅到黄蜂、蝴蝶和鸟的踪迹。 你可以将书末的提示清单作为辅助，来找出所有出现在花园中的事物。,5818,,秘密花园涂绘学院,[英] 乔汉娜·贝斯福,,英,,北京联合出版公司,,,Secret Garden: An Inky Treasure Hunt and Coloring Book,,,,,,平装,2015-6,,42.00元,,,,乔汉娜·贝斯福(Johanna Basford)，英国著名插画家，2005年毕业于邓迪大学艺术与设计学院(Duncan of Jordanstone College of Art and Design)织物图案设计专业。她擅长以黑白二原色勾勒出炫酷的作品。她不仅能从大自然中获得创作灵感，更能以各式各样饰品、织物为蓝图，创作出精美绝伦的作品。在创作理念方面，她坚信电脑制造的图案是冰冷的、没有内在灵魂的，因此她在创作的过程中从不使用电脑。她曾与索尼、星巴克、绝对伏特加和爱丁堡艺术节合作。目前工作和生活于苏格兰阿伯丁郡。 本书是她的第一本手绘涂色书，她的第二本涂色书《魔法森林》（Enchanted Forest）简体中文版也已由后浪出版公司出版，她的第三本涂色书《迷失海洋》（Lost Ocean）简体中文版将在今年10月份和英文版同步上市。 获奖经历： 2...(展开全部),8.1
9787532263646,,我与世界面对面 ,《我与世界面对面(哲学启蒙绘本)》介绍了十二组彼此矛盾的哲学概念。开始，概念以彼此矛盾的方式出现，接着，由一个问题把它们联系在一起，最后，再由结论揭示两个概念之间彼此需求的关系。三个阶段都配以美妙的插画，抽象的思想顿时变得鲜活而生动，因为思想得到了图像的滋养，正如抽象得到了它的对立面——-具体——的滋养一样。 很小的时候，我们就知道矛盾的存在。我们发现，概念往往是以“相对”的方式出现的，高的反面是低，冷的反面是热，黑暗的反面是光明。 长大以后，我们的想法更为细腻。我们能够理解更为抽象、更为复杂的概念。然而我们仍然离不开矛盾。因为正是这一组组普遍意义上的“相对存在”，我们的精神才得以构建，我们的思考才能够进行一不论我们是谁，小孩子也罢，大哲学家也罢，如果没有“肉体”的概念，我们如何能够理解“精神”呢？如果没有“有限”的概念，我们又如何能够理解“无限”？如果不是依赖于“表象”，我们如何能够理解“存在”？没有相互依存的正和反，我们就无法思考。 一本可以欣赏、可以思考的书，一本独一无二的哲学启蒙书……,112,,海豚绘本花园,文：(法)奥斯卡·伯瑞尼弗,,,袁筱一,上海人民美术出版社,,,,,,,,,精装,2009-7,,36.00元,,,,,8.5
9787531829096,,空蝉与诗 ,《空蝉与诗》是Eno.的首部青春现代风画集。由Eno.亲自参与设计。 收录了其2006至2009年的精选作品，以及2010至2011年的最新作品。 其中有她为天宫雁小说《恋慕耐受不良》、顾漫《何以笙箫默》等绘制的插画，以及根据天宫雁作品《青鸟纪》改编的彩色短篇绘本漫画。还有《浮光》封面等耽美插图。 Eno.用自己的画笔，捕捉下这些若隐若现的身影，谱成一首首没有文字却蕴含着色彩的诗篇。 空蝉，蝉蜕变之后留下的空壳，蝉稍纵即逝的短暂一生。而Eno.的色彩为这空壳注入了灵魂。,415,,,eno.,,,,黑龙江美术出版社,,,,,,,,,硬精装变形本,2011-6,,48.00元,,,,Eno.（何何舞），生日：4月24日。 出道作品：短篇漫画《坐着火车到我寂静街》（《漫友》发表） 目前出版：画集《华盖之月》（2007）、《银莲花》（2009）、《空蝉与诗》（2011）；绘本《神之右手》（沧月著）、《彼岸花》（沧月著）。 Eno.豆瓣小组：http://www.douban.com/group/enoeno/,8.4
9787531832744,,我的路6 ,历时两年，温暖再续。 一道关于幸福的菜肴，一份交付终生的信任，一个为爱停留的旅人，一颗封存爱情的种子，一张隔离自己的面具，一位夜色中的守护者。 寂地，我的路第六册《风轻云淡》。收录《阿布的店》《它们的故事》《平安小镇》《记忆种子》《面具》《夜的守护者》及特别篇《守护者讲 的故事》《V先生的提包》8篇佳作。 V先生和小浣，继续着他们的旅途。一直在你身边，从未走远。 《风轻云淡》宣传短片请访问：http://v.youku.com/v_show/id_XMzI2MjkzNjky.html：,1750,,我的路 MY WAY,寂地,,,,黑龙江美术出版社,,,,,,,,,平装,2011-12,,25.00元,,,,寂地 “情感色彩魔术师”，温暖心灵的绘本漫画家。 代表作品： 《我的路 My Way》系列 《我的路》是寂地代表性的长篇绘本漫画，从2004年开始到2012年12月共出版6册及1册精装本。 《我的路》以温暖心灵的小故事为读者讲述生活的哲理。寂地用其温暖纯净的画风，清新感人的文字，为大家讲述人生旅途中的种种感悟。 《我的路》系列多次蝉联内地绘本类漫画销量冠军，授权至法国，马来西亚等国家地区，获得诸多华人动漫奖项。 小说《踮脚张望的时光》及《踮脚张望》漫画系列 《踮脚张望的时光》描写了当代中国高中生的成长经历，于2008年出版。寂地的文字让这部励志的文字作品充满了温暖与关怀。 《踮脚张望》漫画版根据寂地小说《踮脚张望的时光》改编，第一册于2010年出版。由寂地监制并编写脚本，由国内实力派漫画家阿梗绘画。《踮脚张望》以阳光励志，生动幽默的风格，鲜明的中国特...(展开全部),8.8
9787880335330,,2012宫崎骏手稿原画珍藏集A+B 1968～2012 ,,50,,,宫崎骏,,,,,,,,,,,,,,2012-1,,,,,,,9.3
9787108035226,,我怎样毁了我的一生 ,一个男人言简意赅描写了自己的人生，长大之前他英俊、应有尽有、从不寂寞，堪称上帝的宠儿，长大之后他丑陋、贫穷、虚伪，过着谎话连篇和庸俗不堪的生活，他是怎样毁了自己的一生呢？ 成功和失败、幸福和悲哀，一段有如过山车般的人生。 成功的标准是什么？怎样的人生又应该被定义为“失败”呢？ 一则简练而深刻的人生寓言。,12033,,三联绘本馆,[法] 贝尔当·桑帝尼 文,,法,武娟,生活·读书·新知三联书店,,,Comment j'ai raté ma vie,,,,,,精装,2011-1,,29.80元,,,,贝尔当•桑帝尼 是动画片导演，曾导演《飞天宝贝》，这是他的第一本绘本作品。 贝尔当•哥地尼 擅长于动画制作和绘图。这是他作为绘者的第三本作品。,8.4
9787564525682,,敢于尝试的勇气 ,为什么我和别人不一样？ 害怕失败怎么办？ 我该如何面对世界和内心的难题？ …… 在孩子们光芒初绽的宇宙中，他们每时每刻都在面临着成长的难题。 “勇气与成长”系列（全五册）， 意大利童书作家、心理治疗师特别为孩子们精心创作的心理绘本， 为孩子们的心灵成长，提供最温暖、最有力量的支持！ 这本书的主题是为孩子们提供一种全新的勇气。 对孩子们来说，这种勇气的意义非同寻常。 因为这种勇气，并不是一种非凡的美德，仅仅属于那些出色的孩子； 而是一种容忍失败、持续尝试的能力，一种寻求帮助、克服不适的能力， 也是一种有人需要时，愿伸援手的能力。 《敢于尝试的勇气》将这种勇气赋予每一个孩子， 教他们如何克服成长中的内心障碍以及破茧成蝶的奥秘。  富含哲理的叙述，娓娓道来；孩子们的故事与小动物的故事，双线并进， 既富有阅读的趣味性，也能加深孩子们对主题的理解。,14,,“勇气与成长”系列绘本,【意】多梅尼科•巴里拉,,,隽泓,郑州大学出版社,,,,,,,,,精装,2016-7,,35.00元,,,,多梅尼科•巴里拉（Domenico Barrila）：意大利作家，心理治疗师、精神分析师。致力于为孩子们创作帮助他们健康成长的故事。 埃玛努艾拉•布萨拉蒂(Emanuela Bussolati)：意大利著名插画家和儿童作家，作品被翻译成法、英、德、韩等多种语言，深受世界各地小朋友们的喜爱。,8.4
9787508649184,,桑贝绘本系列01:一点法国（珍藏版） ,【内容简介】 法国国宝级绘本大师桑贝经典绘本系列，限量珍藏版。 《一点法国》描绘了法国人日常生活中看似平常和琐碎的片段： 临行前的最后一根烟；林中的马车；农房和麦田的转角处；孩童冒险的空落房子；合影、遛狗和闲聊；访者、欢悦的狗；意味深长的下午茶聊天；影子下的旅途；石子路上颤颤巍巍的自行车…… 仿佛摄影片段一般的画面正是桑贝为读者抽离出的法国。在拥挤中发现悠闲，在日常中发现浪漫，重新发现城市，描绘出城市中被忽视的市井和浪漫，充满人文气息和法式幽默。 ------------------------------ 丛书信息 桑贝绘本系列： 01《一点法国》（珍藏版） 02《一点巴黎》（珍藏版） 03《我的另一半》（珍藏版） 04《不简单的生活》（珍藏版） 05《复杂的意味》（珍藏版） 06《航空信》（珍藏版） 07《兰伯特先生》（珍藏版） 08《清晨》（珍藏版） 09《奢侈、宁静与享乐》（珍藏版） 10《世事复杂》（珍藏版） 11《崇高的敬意》（珍藏版） 12《美丽的天气》（珍藏版） 13《戴眼镜的女孩》（珍藏版） -------------------------------------------------- 【编辑推荐】 漫画大师的都市新视角 忙碌的都市人、崇尚精致生活的中产阶级、绘画爱好者、对法国文化有兴趣的读者必读 ※ 法国著名绘本大师桑贝经典之作，在拥挤中发现悠闲，在日常中发现浪漫，重新发现城市，发掘全新生活态度。用另一种视角观察都市日常生活的杰作。 ※ 大城市中小人物的心理剖析，细致入微，妙趣横生，描绘出城市中被忽视的市井和浪漫，简单生活中的复杂意味。 ※ 充满人文气息和法式幽默，法国人和法国文化的图像缩影，法国中产阶级和小资情调的真实解读，符合当下白领阶层追求高品质生活的需求。 ※ 优雅、细腻、随性、清新，电影感的场景与流畅自由的线条完美结合，大师级的绘画手法，研习绘画的经典范本。 ※ 国内唯一限量珍藏版桑贝作品集，精致手工装帧，采用特殊纸张印刷，作品原大印刷，类似手绘效果，具有收藏价值。 -------------------------------------------------- 【好评如潮】 我会仔细欣赏每一张作品，研究每一笔轻松熟练的线条，如何勾勒出人物喜怒哀乐的神情。比如说画出眼睛位置的那两个小黑点的高低位置，和嘴巴那一条上扬或下坠的曲线，简单两点一竖的线条，就可以排列组合出各种微妙的情绪。同时我还可以由图画中的场景小道具，感受到绘者的个性气质与生活的痕迹。 ——几米 他独特的风格无法复制，他的作品观察到了这个世界的细微矛盾。在他的作品中，读者看到了自我，感受到幸福和希望。 ——2011年桑贝作品巴黎市政府特展主办方 他对心理分析的研究在漫画家中出类拔萃。 ——阿特•柯伦，美国著名漫画家 他展示了我们这个时代的社会学。 ——法国《20世纪大事百科大全》 桑贝每天都画，而且用最苛刻的标准要求自己。每天都寻找新想法其实是一种折磨。如果发现了一个好的方案，比如一幅画或者一个幽默，那是一种安慰，因为你战胜了暴君一样的白纸。 ——《喜剧记者》杂志 我忘了那时候自己知不知道他是法国人，反正就认定了他的那个调调，那种绘画手法，简单线条勾勒的黑白画。那时候，还不知道桑贝先生还有用淡彩的。他的漫画从内容到形式，在述说表现的当然也就是我们小时候还未能真正体会和理解的法国中产阶级或小资分子的那种情调。里面不晓得有点什么就扣住了我那个时候对未来的一种憧憬、幻想、向往…… ——欧阳应霁 在法国，哪儿还能再看到打招呼时会脱帽的绅士，看到身穿蓝色工作服，斜挎布包，骑着自行车下班的工人？哪儿还能再看到蓝色的茨冈香烟和铁道的看守员？在桑贝的最新画册——《一点法国》里。桑贝的画是一股扑面而来的人文气息，是当今紧凑的生活节奏中的一次深呼吸，是对正在转变中的法兰西略带嘲意的一眨眼。 今日的法国与往昔已然不同，葡萄酒工艺家们从口袋里掏出了手机，农场有了弧度优美的拱顶，别墅的主人开始出租客房，本堂神甫骑着摩托车行色匆匆，不要紧，总有一些是经典的、不变的，我们总能看到在海边，一个小男孩把自行车靠在护栏上，面对苍茫的世界独自思考，作伴的只有几只海鸥和远处的一点帆影。将近半个世纪以来，我们的杂志画册中永远少不了桑贝温柔而诗意的图画，他们构成了这个一成不变的法兰西不可或缺的一部分。 ——法国Gallimard出版社 ---------------------------- 世故圆融的法式幽默 几米 四年前在巴黎，为了躲避骤降的春雨，无意间在咖啡馆中看到桑贝画展的海报，一路上比手画脚地问路，找到位于拉丁区小巷中不起眼的小画廊时，已近黄昏，只见昏暗的玻璃门中隐隐浮现出桑贝熟练典雅的线条，但却不得其门而入，怅然而返。第二天兴致勃勃地又去了一趟，门仍锁着，直到第三天与略懂法文的朋友一同前往，才发现门边有个小小的电铃，旁边写着：“如要入内参观请按此铃。”哑然失笑之余，不禁感到这段漫画式的寻觅过程，可真像是桑贝笔下那些看似平淡而又不禁令人会心一笑的幽默作品。 我所见到的桑贝原作在小巧古意的画廊中显得宁静而自然，尺寸比想象大了许多，线条简洁灵巧，大部分是单色表现，画坏的几笔，还用修正液涂盖，满有趣的。大概没有人会不喜欢桑贝的漫画吧！至少要去讨厌桑贝的作品是很困难的，我想。以前喜欢桑贝，只能想办法搜购昂贵的原文版，往往也只能欣赏图画部分，对于大段的法文一筹莫展。直到最近几年陆续出版了中文版作品，才稍稍弥补些许遗憾。 玉山社最近所出版的两本桑贝作品《玛赛林为什会脸红？》与《哈吾尔‧塔布尔——不会骑自行车的自行车师传》在编排与印刷方面都十分用心，并没有一般中文版作品粗糙失真的问题。《玛塞林》一书，以一个脸突然会红的小孩作色彩设计，故事有趣且感人，画面营造幽默而流畅。图与文结合生动自然，也非常适合当成故事书一页一页说给小朋友听。《哈吾尔‧塔布尔》美丽彩绘画页中，透出一股春天法国小城的温暖清香。而这两本书中两组人物的典型与组合，有着明显相似之处。他们同样都是因无法克服的缺憾而身受其苦的小人物。《玛塞林》中的两个小朋友主角，一个容易脸红、一个一直打喷嚏，《哈吾尔‧塔布尔》的两个大主角心中藏着无法向人告白的深沉秘密（不敢骑车却是超级修车好手，与永远抓不对镜头的摄影师）。两组原本因缺憾而自卑退缩的人，因为有着相似缺憾的“朋友”，而互相重燃生活的希望与乐趣，并找到了与这个世界沟通与互动的勇气和自信。清新风趣的友情故事点出生命中淡淡的无奈、淡淡的感伤、淡淡的温暖……。 桑贝的作品，精采的不单只是他所刻意创造出的戏剧效果，更值得慢慢品味的是，透过他或简或繁的画里所捕捉的一种生活态度，对人性的戏谑、对老时光的怀念与关爱。许许多多费时费力的背景、看似不必要的细节，都是在说故事。这两本书呈现出一种世故圆融的法式幽默，我非常喜欢。 ---------------------------- 桑贝的繁华都市与似水流年 资深读者 春日周末的下午，一个甜熟的午觉过后，天色仿佛已经明亮得有了倦色，略微显出些橙色的暖调子，这样的午后，是应该用来浪费在桑贝身上的。 好像是很多年前了，在一本随便的杂志中页，看到一幅漫画：一只不甘寂寞的“后”终于不能忍受棋局的沉闷，划着一道优美的弧线，跳下棋盘溜了出去，两个下棋的人，瞪着惊奇的小眼睛，竟然有点不知所措。后来才知道，它的作者就是桑贝。桑贝，散落在各种杂志中时，似乎总是惊鸿一瞥。及至捧着《我的另一半》《航空信》《一点巴黎》《清晨》和《奢侈、宁静＆享乐》时，奢侈得像一个暴发户。 让－雅克•桑贝（Jean-Jacques Sempé），1932年生于法国波尔多，那个以葡萄酒闻名于世的地方。少年时代桑贝梦想加入法国作曲家雷•旺图拉的管弦乐演出，不知怎么就迷上了画音乐家，淘气散漫以至被学校勒令退学，其后桑贝还担任过酒铺的送货员。17岁时桑贝入伍当兵，那时他一有空就将自己的绘画作品投往巴黎的各大报章杂志。自1960年起，桑贝开始为《小淘气尼古拉》画插图，那个不世故，没有心机，不是优等生，也没有特殊才艺的淘气男孩使得桑贝声名大噪，从此开始了插图绘画生涯，他创造了一种法国式的世故圆融的幽默，有时甚至有点半梦半醒，漫不经心。 相对于那些土生土长的巴黎人来说，桑贝不过是个外省人，桑贝笔下的巴黎，永远都是细细密密的背景下的升斗小民，牵着狗互致问候的人；在逼仄老旧的楼群中间伸个惬意懒腰的太太，隔着优美的铁艺栏杆聊天的主妇；阳台上品着咖啡看着街角车来人往的夫妻；因为公共汽车的碰撞而分成两个阵营对骂的乘客；拎着圣罗兰、路易•威登、夏奈尔购物袋四处拍照的日本小姐；在波夫娃写作《第二性》的咖啡馆给父母写信的怀揣梦想的外省姑娘……此时的巴黎只是个背景，虽然桑贝费时费力把这个背景画得密不透风间不容发，可这些像鸟儿一样的甚至面目模糊不清的小人物，仍然成为了巴黎的灵魂。看着这些画，这个时尚之都竟有了些老暖温贫的意味，这就是《一点巴黎》，只是一点，没有伪装也没有表演的一点。 看了《奢侈、宁静＆享乐》，你就会知道什么是真正的奢侈和享乐——老画家和朋友一起在郊外写生，画的大概是芦苇一类的草，在微风中摇曳起伏，老画家说：“回去吧，风向变了。”回去的理由，仅仅是风向变了。有人驾着私家的小船在水上优游，遮阳伞下的小桌上，酒是冰着的，两个酒杯尚空，船舷上写着“诚邀同游”，怪不得岸上的女人要感叹：“如果一天我也来一段艳遇，一定得跟这样的人在一起。” 还有在细雨绵绵的日子里，窝在心爱的旧羊毛衫里，身旁堆着珍藏的旧唱片、生火用的木柴和心爱的旧书——真正的奢侈和享乐是有着宁静打底的，平和得像一个飘飘欲仙的好梦。 桑贝的画，精采的不单是他所刻意创造出的戏剧效果，更值得慢慢品味的是他或简或繁的画面里捕捉的一种生活态度，人与人之间的算计、接近和疏离，对老时光的怀念和关爱。许许多多费时费力的背景，看似不必要的细节，都是在说故事。这故事不是几米关于青春关于童年的故事，读来读去，总有些苍凉的况味挥之不去。 ---------------------------- 一双叫桑贝的眼睛 资深读者 桑贝的绘本书买回来有一段时间了，还不曾打开过。据说有专家为绘本的盛行担忧文字传承地位的丧失，我以为很有点杞人忧天的味道。 想稍稍排遣连日阴雨堆积的隐隐约约的压抑，期望找寻到简单的轻松，我打开桑贝的绘本，从中挑了文字内容相对多些的《戴眼镜的女孩》。 没有繁复的修饰，简单而清淡的叙述，从望见对面楼层舞蹈学校的孩子里一个戴眼镜的小女孩开始，忆起和父亲在巴黎第十区一同度过的那段童年时光。周末会收到母亲从纽约寄来的有时会写错字的航空信。父亲那个有事没事就喜欢教训人、喜欢念灾难新闻和犯罪报道、喜欢标榜诗人身份的生意合伙人。和父亲玩追逐游戏的每个清晨。从没听过真正口音说话总带着浓浓俄国腔的舞蹈老师。一张旧照片，和照片的右边一个女人的模糊身影。借眼镜戴的小女孩奥迪尔成了舞蹈班里惟一的朋友。和盛装的父亲去参加奥迪尔家的春季鸡尾酒会，遇见很多顶着华贵躯体的名人，父亲的努力搭讪和那张父亲念念不忘却联系不上的名片。父亲说他是因为跳舞时摔倒认识了母亲。和父亲享受了一顿生蚝大餐，然后去纽约和母亲团聚，虽然他们常有些口角，但再也没有分开。 这几乎是那本书的所有内容了。一幅幅散落于各处的画被文字串了起来，便不再只是菲林瞬息的定格，其间满溢着生活气息的神秘张力。画中人物的刻画追求纯粹的神情与姿态，只廖廖几笔，却意外的鲜活生动。同样是带着夸张的尖尖高高的鼻子，零碎的几根曲发，这儿一勾，那儿一弯，干净利落而没有雷同的感觉。印象尤其深刻的是父女俩在刮胡泡的溅洒中玩闹后各自坐在椅子上擦拭各自眼镜片上的刮胡泡的画，安静而温馨，一样的笑意荡漾在脸上，越过早春微冷的空气，浸润我每一寸饥渴的发肤。 一个异常平实的故事和一些异常简约的图画，弥漫出的是一种迷人的淡淡忧伤和温情的气息，就像书中所说的：所有肮脏的细节被稀释，所有的声音被过滤，渐渐低沉，渐渐温和，整个世界就像一个丝绒枕头一样，那么软，那么大，让我深陷其中，满足得入眠。 有人评价桑贝说他对世界最大的贡献，是提供了一双桑贝的眼睛。我已经被那双眼睛深深吸引，循着它的视线，我发现窗户上缓缓滑落的雨滴，已然把玻璃呵护得明净如镜。 -------------------------------------------------- 【序言】 桑贝自述 20世纪50年代初，我在一家比利时周报上发表一些小幽默画儿，起名叫“小尼古拉”。在这家杂志社的巴黎办公室里，我遇到了勒内•戈西尼(Rene Goscinny)。当时他正画连环画，写些短篇小说。他比我大6岁，刚从纽约回来，这令我大大地吃了一惊。他穿一身两襟相叠的西装，整齐地戴着领带，从口袋里掏出精巧的打火机给女士们递火。 当天晚上，他请我在一家饭馆共进晚餐。他问我：“您喜欢海胆吗？”我说我不知道是什么东西。他便高高兴兴地请我品尝了海胆。为了不欠他的人情，饭后我问他喜不喜欢音乐。他很有礼貌地说喜欢，但仅此而已。我就请他到我家去听两张唱盘，当然，他以为我在开玩笑。我请他去了18区，爬上7层半的小楼，一直到达我那小小的佣人房间。然后得意地拿出我的两张唱盘，一盘是哈威尔的《孔雀舞曲》，另一盘爵士乐被我小心翼翼地放到那架粗糙简陋的唱机里。过了几小节，我问他：“一共有多少？”“您说什么？”“一共有多少音乐家演奏？”他有点吃惊，回答我说：“7位。”我哈哈大笑起来：“您真的是什么都不懂！一共16位音乐家：5位萨克管演奏手，4位长号手，4位小号手，钢琴家，低音乐器手，鼓手！”我们没再听《孔雀舞曲》，他肯定怕我再提出类似乐队组成的问题。 我们成了朋友。 他有礼貌，谨慎，还比较保守，而我有点热情有余。我们两个都有一点口吃。我常给他讲我上小学时的趣事，小时候我是个挺调皮的孩子。他听着直笑，我感觉有点受宠若惊，他可是自新大陆来的。 三四年之后，一家省级报纸给我们提供了一份合同。戈西尼写文字，我画画。他拿来一篇文章，是以一个小孩子一一尼古拉的口气所写的故事，讲述他和他伙伴们的生活，这些伙伴们的名字都很奇怪：鲁飞，亚三，麦星星，阿蔫，科豆什么的，而总学监却叫做“沸汤”。好啦，勒内知道如何写这些故事了。 德诺埃(Denoel)出版社的阿莱克斯•格拉尔(Alex Grall)在他夫人的推荐下，读了我们在省报上登出的插图故事。 可他出版的第一本《小尼古拉》并未取得很大的成功。 那时在出版界有这么一个诱人的做法，即“第十三本免费”。书店从出版社每买十二本书便可免费收到第十三本书。 德诺埃出版社并不热心出版这本书的第二集(《小尼古拉的课间休息》)，但想起一家书店经常用“第十三本免费”的方法来定购书籍。可能幸亏这家书店，《小尼古拉》才有了第二本续集。 后来又有了其他三部。 就这样，勒内常穿着他的海蓝色细条西服来我家，礼貌、微笑而不乏担心地从兜里掏出一个信封，里面装着几张用打字机精心打好的书稿。然后对我说：“你觉得这样行吗？” -------------------------------------------------- 【文摘】 桑贝的话 “人类总觉得自己很高大，不过我们其实很小。你看我们站在树下或者城里，我们跟周围相比只有那么一点点大。我喜欢把人物画得很小。对我来说这是天然的感觉。” “我喜欢简单的人和人际关系，尤其是男人。现在这样的人不存在了。上世纪60年代，你画个秃头小胡子就是男人样子，现在的人复杂得多，也没意思得多。” “我不是说过去比现在好，而是，对我来说，过去看上去比现在有趣。” “我从来不照着生活画，一切都生自画室。再说我记性很坏——问太太就知道了。我画巴黎的建筑总会搞错。” “创作出自紧急自卫，没有改变现实的处方，幽默可作为无法忍受时的一种武器。” “并不是我特意将人物刻画得渺小，而是他们周遭的世界非常大，至少对他们来说太巨大。”,,,桑贝绘本系列,[法]让•雅克•桑贝,,法,,中信出版集团,,,Un peu de la france,,,,,,裸背锁线，带封套，豪华精装,2016-1-1,,198.00元,,,,【作者简介】 桑贝是谁？ 他是人文传统深厚的欧洲绘本代表画家。 他是法国国宝级的漫画大师。 几米把桑贝奉为偶像。 桑贝迷遍布全世界。 他的20多部作品被译成多种文字，在几十个国家流传。 桑贝对世界最大的贡献，是提供了一双桑贝的眼睛。 让-雅克•桑贝（Jean-Jacques Sempé），法国当之无愧的国宝级漫画大师，世界级插图画家和漫画家，1932年8月17日生于法国波尔多。 他在青少年时期最大的梦想是能够参加法国作曲家兼指挥家雷•旺图拉（Ray Ventura）的管弦乐团演出，因此开始去为音乐家画像。在17岁当兵期间，他就已有作品陆续在巴黎各大报章杂志刊载。19岁即投身漫画界，1960年，他与赫内•葛西尼合作，创作了《小淘气尼古拉系列》作品，声名大噪，而《小淘气尼古拉系列》也成为他的代表作，因此正式投入插画家生涯。1957年起，先后为《巴黎竞赛报...(展开全部),
